RecordID,Department,Country,RiskCategory,ControlID,ControlName,ControlOwner,TestDate,TestResult,Severity,IssueLogged,IssueStatus,DaysOpen,AuditCycle,RiskScore,RemediationDueDate,ActionOwner,ActionProgress,Comments
RC267,Operations,Mexico,IT Security,CTRL-007,Payroll Validation,John Doe,2013-04-16,Fail,Medium,Yes,In Progress,94,Q2 2013,94,2013-06-23,Ali Hassan,4,Pending management approval
RC268,Procurement,Germany,IT Security,CTRL-066,Physical Asset Protection,Lucy Wanjiku,2014-09-19,Fail,Low,Yes,Closed,7,Q3 2014,87,2014-10-20,Grace Mwangi,73,No issues found
RC269,Operations,Canada,Operational,CTRL-035,Procurement Policy Adherence,Grace Mwangi,2013-04-30,Fail,High,Yes,Closed,44,Q2 2013,77,2013-07-13,Grace Mwangi,2,Follow-up scheduled
RC270,IT,Mexico,Financial,CTRL-061,Payroll Validation,Grace Mwangi,2013-08-26,Pass,,No,,0,Q3 2013,95,,,,Need system update
RC271,IT,Canada,Strategic,CTRL-110,AML Monitoring,Jane Smith,2013-10-28,Fail,Medium,Yes,Closed,83,Q4 2013,66,2014-01-16,Grace Mwangi,20,Control design effective
RC272,HR,Germany,Compliance,CTRL-089,Expense Authorization,Lucy Wanjiku,2014-05-10,Pass,,No,,0,Q2 2014,42,,,,Follow-up scheduled
RC273,HR,Mexico,Strategic,CTRL-063,Expense Authorization,Grace Mwangi,2014-05-21,Fail,Low,Yes,Open,71,Q2 2014,26,2014-06-21,Ali Hassan,33,No issues found
RC274,Legal,Mexico,Financial,CTRL-023,Fraud Risk Assessment,John Doe,2013-03-07,Fail,Medium,Yes,Open,79,Q1 2013,49,2013-04-13,David Njoroge,62,No issues found
RC275,IT,France,Compliance,CTRL-099,Vendor Approval Process,Peter Otieno,2013-10-01,Pass,,No,,0,Q4 2013,85,,,,Control design effective
RC276,Legal,United,Operational,CTRL-091,Vendor Approval Process,Grace Mwangi,2014-04-14,Pass,,No,,0,Q2 2014,33,,,,Control design effective
RC277,Operations,States,Operational,CTRL-106,Fraud Risk Assessment,John Doe,2014-06-04,Pass,,No,,0,Q2 2014,41,,,,Need system update
RC278,Finance,of,Financial,CTRL-117,Payroll Validation,Jane Smith,2013-10-27,Fail,High,Yes,In Progress,93,Q4 2013,32,2013-12-05,Ali Hassan,42,Follow-up scheduled
RC279,Finance,America,Financial,CTRL-057,Procurement Policy Adherence,John Doe,2013-09-09,Fail,Medium,Yes,In Progress,64,Q3 2013,41,2013-10-14,Ali Hassan,47,Need system update
RC280,Compliance,Canada,IT Security,CTRL-047,Data Backup Verification,Jane Smith,2014-06-27,Fail,Low,Yes,Open,102,Q2 2014,74,2014-08-22,Grace Mwangi,58,Control design effective
RC281,Compliance,Germany,Compliance,CTRL-004,AML Monitoring,Jane Smith,2013-01-11,Pass,,No,,0,Q1 2013,30,,,,No issues found
RC282,IT,United,IT Security,CTRL-099,Access Review,Grace Mwangi,2013-03-04,Fail,Low,Yes,Closed,118,Q1 2013,39,2013-05-30,Mary Achieng,80,Need system update
RC283,Compliance,States,Strategic,CTRL-038,Procurement Policy Adherence,Grace Mwangi,2014-11-29,Fail,High,Yes,Closed,40,Q4 2014,64,2014-12-29,Ali Hassan,67,Control design effective
RC284,HR,of,IT Security,CTRL-058,Data Backup Verification,Peter Otieno,2014-10-02,Fail,High,Yes,In Progress,113,Q4 2014,71,2014-12-20,David Njoroge,38,Awaiting vendor response
RC285,Finance,America,Strategic,CTRL-043,Procurement Policy Adherence,Lucy Wanjiku,2013-05-10,Fail,Low,Yes,Open,65,Q2 2013,90,2013-06-28,Ali Hassan,96,Need system update
RC286,HR,Canada,Operational,CTRL-004,Fraud Risk Assessment,Peter Otieno,2013-09-22,Pass,,No,,0,Q3 2013,58,,,,Need system update
RC287,Procurement,Germany,Strategic,CTRL-015,Vendor Approval Process,Ali Hassan,2013-09-23,Fail,Low,Yes,Open,96,Q3 2013,35,2013-11-20,Ali Hassan,73,Need system update
RC288,Finance,Canada,IT Security,CTRL-044,Data Backup Verification,Lucy Wanjiku,2014-08-19,Pass,,No,,0,Q3 2014,64,,,,No issues found
RC289,IT,Germany,Strategic,CTRL-087,Access Review,Lucy Wanjiku,2014-01-22,Pass,,No,,0,Q1 2014,33,,,,No issues found
RC290,Operations,Mexico,Strategic,CTRL-025,Payroll Validation,Grace Mwangi,2013-04-11,Pass,,No,,0,Q2 2013,74,,,,Pending management approval
RC291,Finance,Canada,Operational,CTRL-008,Procurement Policy Adherence,Jane Smith,2014-05-03,Pass,,No,,0,Q2 2014,77,,,,Awaiting vendor response
RC292,IT,Germany,Strategic,CTRL-052,Physical Asset Protection,Peter Otieno,2014-06-16,Fail,Medium,Yes,Closed,63,Q2 2014,74,2014-08-13,Grace Mwangi,93,Pending management approval
RC293,Compliance,Germany,Financial,CTRL-019,Fraud Risk Assessment,Jane Smith,2014-05-12,Fail,Low,Yes,Closed,65,Q2 2014,87,2014-06-18,David Njoroge,58,Pending management approval
RC294,Finance,United,Financial,CTRL-072,Payroll Validation,John Doe,2014-09-09,Fail,Low,Yes,Open,47,Q3 2014,93,2014-10-27,Mary Achieng,66,Follow-up scheduled
RC295,Finance,States,Compliance,CTRL-040,Payroll Validation,Ali Hassan,2013-10-29,Fail,Low,Yes,Open,18,Q4 2013,95,2013-12-24,Mary Achieng,39,No issues found
RC296,HR,of,Financial,CTRL-105,AML Monitoring,John Doe,2013-05-06,Fail,Low,Yes,Open,53,Q2 2013,81,2013-07-11,Ali Hassan,72,Pending management approval
RC297,IT,America,IT Security,CTRL-061,Physical Asset Protection,Jane Smith,2013-05-22,Fail,Medium,Yes,Closed,57,Q2 2013,39,2013-08-15,Ali Hassan,11,Control design effective
RC298,Legal,United,Strategic,CTRL-053,Procurement Policy Adherence,Jane Smith,2014-02-09,Fail,High,Yes,Open,85,Q1 2014,76,2014-04-27,Ali Hassan,82,Awaiting vendor response
RC299,Compliance,States,Financial,CTRL-091,Vendor Approval Process,Peter Otieno,2014-10-08,Fail,High,Yes,Closed,15,Q4 2014,91,2014-11-12,David Njoroge,79,Control design effective
RC300,Operations,of,Operational,CTRL-073,Fraud Risk Assessment,Jane Smith,2014-05-03,Pass,,No,,0,Q2 2014,35,,,,Need system update
RC301,Operations,America,Financial,CTRL-003,Incident Response,Jane Smith,2013-09-09,Fail,Low,Yes,Closed,77,Q3 2013,61,2013-11-03,Mary Achieng,62,Awaiting vendor response
RC302,IT,France,IT Security,CTRL-024,Procurement Policy Adherence,John Doe,2014-06-25,Fail,Medium,Yes,In Progress,11,Q2 2014,34,2014-07-31,David Njoroge,36,Follow-up scheduled
RC303,HR,Canada,Compliance,CTRL-099,Expense Authorization,Jane Smith,2013-11-11,Fail,High,Yes,Open,7,Q4 2013,61,2013-12-22,Mary Achieng,91,Awaiting vendor response
RC304,IT,Canada,IT Security,CTRL-013,Payroll Validation,Jane Smith,2014-02-27,Fail,Medium,Yes,In Progress,120,Q1 2014,35,2014-04-01,David Njoroge,30,Control design effective
RC305,Operations,United,Financial,CTRL-064,Fraud Risk Assessment,Peter Otieno,2014-01-30,Pass,,No,,0,Q1 2014,54,,,,Awaiting vendor response
RC306,IT,States,IT Security,CTRL-071,Procurement Policy Adherence,John Doe,2014-05-11,Pass,,No,,0,Q2 2014,72,,,,Need system update
RC307,HR,of,Operational,CTRL-035,Fraud Risk Assessment,Peter Otieno,2014-11-23,Pass,,No,,0,Q4 2014,51,,,,Control design effective
RC308,Legal,America,Financial,CTRL-039,Physical Asset Protection,Grace Mwangi,2014-04-02,Pass,,No,,0,Q2 2014,84,,,,Follow-up scheduled
RC309,Compliance,United,Financial,CTRL-048,Fraud Risk Assessment,Jane Smith,2013-09-09,Fail,High,Yes,In Progress,5,Q3 2013,20,2013-11-30,Grace Mwangi,79,No issues found
RC310,Legal,States,Financial,CTRL-001,Vendor Approval Process,Grace Mwangi,2013-10-07,Fail,High,Yes,In Progress,44,Q4 2013,47,2013-12-13,Ali Hassan,5,Follow-up scheduled
RC311,Legal,of,Strategic,CTRL-073,Expense Authorization,Ali Hassan,2013-04-02,Fail,High,Yes,Open,106,Q2 2013,37,2013-06-17,Ali Hassan,55,Follow-up scheduled
RC312,Operations,America,Strategic,CTRL-103,Payroll Validation,Lucy Wanjiku,2013-12-17,Fail,High,Yes,In Progress,34,Q4 2013,51,2014-02-27,Ali Hassan,43,Follow-up scheduled
RC313,Procurement,Mexico,Strategic,CTRL-043,Vendor Approval Process,Lucy Wanjiku,2013-05-17,Pass,,No,,0,Q2 2013,80,,,,Awaiting vendor response
RC314,Finance,United,Financial,CTRL-053,Fraud Risk Assessment,Lucy Wanjiku,2014-12-22,Fail,Medium,Yes,Closed,10,Q4 2014,29,2015-02-24,Mary Achieng,85,Pending management approval
RC315,Legal,States,Operational,CTRL-046,Procurement Policy Adherence,Peter Otieno,2014-01-02,Fail,Low,Yes,Closed,1,Q1 2014,35,2014-03-02,Ali Hassan,24,Pending management approval
RC316,Finance,of,Financial,CTRL-096,Vendor Approval Process,Ali Hassan,2014-11-28,Fail,Low,Yes,Open,104,Q4 2014,58,2015-02-17,David Njoroge,29,Pending management approval
RC317,IT,America,Operational,CTRL-036,AML Monitoring,Lucy Wanjiku,2014-12-25,Pass,,No,,0,Q4 2014,20,,,,Follow-up scheduled
RC318,Compliance,Mexico,IT Security,CTRL-015,Incident Response,Peter Otieno,2014-05-28,Fail,Low,Yes,Closed,24,Q2 2014,92,2014-08-09,David Njoroge,8,Control design effective
RC319,HR,United,Operational,CTRL-017,Incident Response,Peter Otieno,2013-08-22,Fail,Low,Yes,Closed,2,Q3 2013,88,2013-10-30,Ali Hassan,87,Control design effective
RC320,Procurement,States,Operational,CTRL-055,Vendor Approval Process,Ali Hassan,2014-03-19,Fail,Medium,Yes,Open,87,Q1 2014,86,2014-05-17,Grace Mwangi,46,Control design effective
RC321,Compliance,of,Operational,CTRL-114,Data Backup Verification,John Doe,2013-10-12,Fail,High,Yes,In Progress,40,Q4 2013,20,2013-12-06,David Njoroge,42,Awaiting vendor response
RC322,Operations,America,Operational,CTRL-095,Data Backup Verification,Lucy Wanjiku,2014-03-10,Pass,,No,,0,Q1 2014,51,,,,Follow-up scheduled
RC323,HR,Canada,Compliance,CTRL-040,Expense Authorization,Lucy Wanjiku,2014-10-03,Pass,,No,,0,Q4 2014,23,,,,Pending management approval
RC324,Procurement,France,Operational,CTRL-076,Payroll Validation,Ali Hassan,2013-09-11,Pass,,No,,0,Q3 2013,80,,,,Follow-up scheduled
RC325,IT,France,Operational,CTRL-106,Payroll Validation,Peter Otieno,2013-08-31,Pass,,No,,0,Q3 2013,76,,,,Awaiting vendor response
RC326,Legal,United,IT Security,CTRL-075,Expense Authorization,John Doe,2013-03-04,Pass,,No,,0,Q1 2013,68,,,,No issues found
RC327,Compliance,States,Operational,CTRL-101,Access Review,John Doe,2014-03-29,Pass,,No,,0,Q1 2014,58,,,,Control design effective
RC328,Legal,of,IT Security,CTRL-009,Expense Authorization,Lucy Wanjiku,2013-02-27,Pass,,No,,0,Q1 2013,57,,,,Pending management approval
RC329,Procurement,America,Operational,CTRL-080,Procurement Policy Adherence,Jane Smith,2014-09-06,Pass,,No,,0,Q3 2014,78,,,,Pending management approval
RC330,Procurement,France,IT Security,CTRL-113,Physical Asset Protection,Peter Otieno,2013-04-14,Fail,High,Yes,Closed,100,Q2 2013,23,2013-06-12,Ali Hassan,75,Follow-up scheduled
RC331,Finance,Mexico,Operational,CTRL-002,Physical Asset Protection,Lucy Wanjiku,2013-03-11,Pass,,No,,0,Q1 2013,93,,,,Follow-up scheduled
RC332,Legal,Mexico,Strategic,CTRL-033,Payroll Validation,Grace Mwangi,2014-05-08,Fail,Low,Yes,Open,17,Q2 2014,25,2014-06-10,David Njoroge,39,Control design effective
RC333,Procurement,Mexico,Strategic,CTRL-084,Payroll Validation,Ali Hassan,2014-08-21,Pass,,No,,0,Q3 2014,38,,,,Pending management approval
RC334,IT,Germany,Strategic,CTRL-044,Incident Response,Ali Hassan,2013-01-09,Pass,,No,,0,Q1 2013,27,,,,Follow-up scheduled
RC335,Operations,United,Strategic,CTRL-110,Vendor Approval Process,Grace Mwangi,2013-12-19,Pass,,No,,0,Q4 2013,45,,,,Need system update
RC336,HR,States,Operational,CTRL-044,Data Backup Verification,Lucy Wanjiku,2014-05-03,Fail,High,Yes,Closed,42,Q2 2014,94,2014-07-08,Ali Hassan,78,No issues found
RC337,Procurement,of,Compliance,CTRL-021,Expense Authorization,Grace Mwangi,2013-02-13,Fail,Low,Yes,Open,81,Q1 2013,48,2013-04-28,David Njoroge,59,Control design effective
RC338,HR,America,Financial,CTRL-062,Payroll Validation,Lucy Wanjiku,2014-01-20,Pass,,No,,0,Q1 2014,71,,,,Follow-up scheduled
RC339,Compliance,Canada,Operational,CTRL-047,Vendor Approval Process,John Doe,2014-01-02,Pass,,No,,0,Q1 2014,91,,,,Awaiting vendor response
RC340,HR,Germany,Compliance,CTRL-057,Data Backup Verification,Lucy Wanjiku,2014-08-23,Fail,Low,Yes,Open,25,Q3 2014,45,2014-10-10,David Njoroge,28,No issues found
RC341,Legal,Germany,Financial,CTRL-044,Fraud Risk Assessment,Jane Smith,2013-07-02,Pass,,No,,0,Q3 2013,22,,,,Follow-up scheduled
RC342,Compliance,Canada,Compliance,CTRL-117,Expense Authorization,John Doe,2014-11-25,Pass,,No,,0,Q4 2014,68,,,,Need system update
RC343,Compliance,Mexico,Operational,CTRL-044,Data Backup Verification,Ali Hassan,2014-04-13,Pass,,No,,0,Q2 2014,67,,,,No issues found
RC344,Legal,Canada,Financial,CTRL-068,Physical Asset Protection,Grace Mwangi,2014-12-30,Pass,,No,,0,Q4 2014,35,,,,Follow-up scheduled
RC345,HR,Canada,Financial,CTRL-025,Fraud Risk Assessment,Grace Mwangi,2014-12-13,Fail,Medium,Yes,Closed,54,Q4 2014,51,2015-03-11,Mary Achieng,97,Control design effective
RC346,Operations,Mexico,Financial,CTRL-110,Fraud Risk Assessment,Ali Hassan,2013-06-02,Fail,Low,Yes,Open,80,Q2 2013,55,2013-08-26,David Njoroge,65,Control design effective
RC347,Procurement,Mexico,Financial,CTRL-094,Expense Authorization,Grace Mwangi,2014-11-11,Pass,,No,,0,Q4 2014,41,,,,Control design effective
RC348,Procurement,Mexico,Strategic,CTRL-048,AML Monitoring,Peter Otieno,2014-04-21,Pass,,No,,0,Q2 2014,61,,,,Need system update
RC349,IT,Germany,Strategic,CTRL-089,AML Monitoring,Lucy Wanjiku,2014-05-22,Fail,Medium,Yes,Closed,51,Q2 2014,94,2014-08-01,Mary Achieng,26,Follow-up scheduled
RC350,HR,France,IT Security,CTRL-111,Data Backup Verification,Grace Mwangi,2013-08-12,Fail,Medium,Yes,In Progress,73,Q3 2013,40,2013-11-09,Ali Hassan,32,Control design effective
RC351,Finance,Germany,Financial,CTRL-097,Expense Authorization,Ali Hassan,2014-04-01,Fail,Low,Yes,Closed,5,Q2 2014,79,2014-06-02,Ali Hassan,54,Pending management approval
RC352,Procurement,France,IT Security,CTRL-053,Payroll Validation,Grace Mwangi,2013-11-21,Fail,Medium,Yes,Open,22,Q4 2013,76,2014-01-04,Ali Hassan,82,Awaiting vendor response
RC353,IT,United,Operational,CTRL-038,Fraud Risk Assessment,Peter Otieno,2014-07-14,Pass,,No,,0,Q3 2014,55,,,,Follow-up scheduled
RC354,Finance,States,Operational,CTRL-010,Payroll Validation,John Doe,2014-07-14,Pass,,No,,0,Q3 2014,62,,,,Follow-up scheduled
RC355,Legal,of,Compliance,CTRL-033,Incident Response,Lucy Wanjiku,2014-12-01,Fail,Low,Yes,Closed,77,Q4 2014,37,2015-02-23,Ali Hassan,1,No issues found
RC356,IT,America,Compliance,CTRL-101,Procurement Policy Adherence,Grace Mwangi,2014-08-17,Pass,,No,,0,Q3 2014,80,,,,Need system update
RC357,Operations,Germany,Financial,CTRL-111,Procurement Policy Adherence,Jane Smith,2013-08-21,Pass,,No,,0,Q3 2013,80,,,,Follow-up scheduled
RC358,Operations,Mexico,Strategic,CTRL-101,Fraud Risk Assessment,Grace Mwangi,2014-04-18,Fail,Low,Yes,In Progress,108,Q2 2014,44,2014-06-14,Grace Mwangi,26,Pending management approval
RC359,Procurement,United,Strategic,CTRL-004,Payroll Validation,Jane Smith,2014-08-15,Pass,,No,,0,Q3 2014,59,,,,Need system update
RC360,Finance,States,IT Security,CTRL-104,Payroll Validation,Ali Hassan,2013-08-19,Fail,Medium,Yes,Closed,96,Q3 2013,71,2013-11-05,Ali Hassan,41,Control design effective
RC361,Finance,of,Strategic,CTRL-101,Vendor Approval Process,Jane Smith,2013-06-07,Fail,High,Yes,Closed,102,Q2 2013,93,2013-08-31,Grace Mwangi,48,Follow-up scheduled
RC362,Procurement,America,Operational,CTRL-069,Procurement Policy Adherence,Jane Smith,2014-05-02,Pass,,No,,0,Q2 2014,62,,,,Control design effective
RC363,Procurement,France,Compliance,CTRL-012,Access Review,John Doe,2014-11-23,Pass,,No,,0,Q4 2014,24,,,,Need system update
RC364,Operations,France,IT Security,CTRL-004,Access Review,Jane Smith,2013-03-13,Fail,Medium,Yes,Open,29,Q1 2013,57,2013-05-24,Mary Achieng,58,Awaiting vendor response
RC365,IT,United,Strategic,CTRL-002,Access Review,Ali Hassan,2014-02-25,Fail,Low,Yes,Open,16,Q1 2014,88,2014-04-22,Grace Mwangi,95,Awaiting vendor response
RC366,Procurement,States,Financial,CTRL-017,Data Backup Verification,Ali Hassan,2014-03-19,Fail,Low,Yes,Closed,73,Q1 2014,59,2014-05-25,David Njoroge,64,Need system update
RC367,Legal,of,IT Security,CTRL-036,Data Backup Verification,John Doe,2013-05-27,Fail,Low,Yes,In Progress,77,Q2 2013,51,2013-07-29,Ali Hassan,72,Pending management approval
RC368,Procurement,America,IT Security,CTRL-074,Vendor Approval Process,Lucy Wanjiku,2013-04-04,Fail,High,Yes,In Progress,44,Q2 2013,58,2013-05-29,David Njoroge,53,Follow-up scheduled
RC369,HR,Mexico,Strategic,CTRL-094,Procurement Policy Adherence,Grace Mwangi,2014-01-29,Pass,,No,,0,Q1 2014,92,,,,Awaiting vendor response
RC370,Procurement,Germany,Operational,CTRL-031,Access Review,Ali Hassan,2014-10-06,Fail,High,Yes,Open,89,Q4 2014,47,2015-01-02,Grace Mwangi,52,Control design effective
RC371,Finance,Mexico,Compliance,CTRL-010,Expense Authorization,Peter Otieno,2013-11-30,Fail,Medium,Yes,Open,32,Q4 2013,46,2014-01-31,Mary Achieng,59,Awaiting vendor response
RC372,Finance,France,IT Security,CTRL-049,Payroll Validation,Lucy Wanjiku,2014-02-13,Pass,,No,,0,Q1 2014,70,,,,Awaiting vendor response
RC373,Finance,United,Compliance,CTRL-015,Access Review,Ali Hassan,2014-11-18,Fail,Medium,Yes,In Progress,8,Q4 2014,30,2015-01-22,David Njoroge,91,Pending management approval
RC374,HR,States,IT Security,CTRL-106,Incident Response,Jane Smith,2013-06-24,Pass,,No,,0,Q2 2013,32,,,,Follow-up scheduled
RC375,IT,of,Operational,CTRL-069,Procurement Policy Adherence,Jane Smith,2013-03-21,Pass,,No,,0,Q1 2013,54,,,,Follow-up scheduled
RC376,Procurement,America,Compliance,CTRL-023,Data Backup Verification,Lucy Wanjiku,2013-02-05,Pass,,No,,0,Q1 2013,76,,,,Need system update
RC377,Finance,France,Strategic,CTRL-083,Expense Authorization,Grace Mwangi,2014-12-08,Fail,Medium,Yes,Open,76,Q4 2014,20,2015-01-10,Grace Mwangi,98,Follow-up scheduled
RC378,HR,Mexico,Compliance,CTRL-117,Data Backup Verification,Jane Smith,2013-04-04,Pass,,No,,0,Q2 2013,73,,,,Awaiting vendor response
RC379,Finance,United,Compliance,CTRL-106,Data Backup Verification,Lucy Wanjiku,2014-11-17,Pass,,No,,0,Q4 2014,48,,,,Awaiting vendor response
RC380,Compliance,States,Financial,CTRL-093,Access Review,John Doe,2014-03-02,Pass,,No,,0,Q1 2014,61,,,,No issues found
RC381,Operations,of,Financial,CTRL-080,Data Backup Verification,Peter Otieno,2014-02-09,Fail,Low,Yes,Open,27,Q1 2014,33,2014-04-02,Ali Hassan,22,Awaiting vendor response
RC382,Procurement,America,Compliance,CTRL-002,Procurement Policy Adherence,Jane Smith,2014-04-15,Pass,,No,,0,Q2 2014,28,,,,Need system update
RC383,Compliance,United,Compliance,CTRL-084,Physical Asset Protection,Ali Hassan,2013-02-14,Pass,,No,,0,Q1 2013,47,,,,Pending management approval
RC384,IT,States,Strategic,CTRL-064,Expense Authorization,Lucy Wanjiku,2014-07-04,Pass,,No,,0,Q3 2014,52,,,,Awaiting vendor response
RC385,Operations,of,Compliance,CTRL-081,Procurement Policy Adherence,Lucy Wanjiku,2014-12-12,Pass,,No,,0,Q4 2014,62,,,,Follow-up scheduled
RC386,Legal,America,Compliance,CTRL-109,AML Monitoring,John Doe,2013-12-10,Pass,,No,,0,Q4 2013,94,,,,Pending management approval
RC387,Procurement,United,Strategic,CTRL-082,Data Backup Verification,Peter Otieno,2014-08-25,Pass,,No,,0,Q3 2014,49,,,,Awaiting vendor response
RC388,Operations,States,Operational,CTRL-040,Data Backup Verification,Lucy Wanjiku,2014-03-15,Pass,,No,,0,Q1 2014,30,,,,Awaiting vendor response
RC389,HR,of,Compliance,CTRL-064,Incident Response,Jane Smith,2013-06-05,Fail,Low,Yes,Closed,4,Q2 2013,50,2013-09-02,Grace Mwangi,94,No issues found
RC390,HR,America,Compliance,CTRL-041,Vendor Approval Process,Peter Otieno,2014-03-01,Fail,Low,Yes,Open,108,Q1 2014,62,2014-04-21,David Njoroge,26,Control design effective
RC391,Finance,France,Financial,CTRL-103,Data Backup Verification,Peter Otieno,2014-01-26,Fail,Low,Yes,In Progress,80,Q1 2014,20,2014-03-01,Grace Mwangi,8,Follow-up scheduled
RC392,Finance,Canada,Financial,CTRL-027,Access Review,John Doe,2013-06-27,Pass,,No,,0,Q2 2013,50,,,,Control design effective
RC393,Finance,Canada,IT Security,CTRL-093,AML Monitoring,Ali Hassan,2013-06-18,Pass,,No,,0,Q2 2013,51,,,,Pending management approval
RC394,HR,United,Strategic,CTRL-032,Incident Response,Ali Hassan,2014-08-14,Fail,High,Yes,Open,34,Q3 2014,81,2014-09-18,Ali Hassan,50,Pending management approval
RC395,HR,States,IT Security,CTRL-057,Procurement Policy Adherence,Peter Otieno,2014-09-17,Fail,Low,Yes,In Progress,2,Q3 2014,68,2014-11-13,Mary Achieng,97,No issues found
RC396,Operations,of,Strategic,CTRL-020,Fraud Risk Assessment,Lucy Wanjiku,2013-06-29,Fail,Medium,Yes,In Progress,39,Q2 2013,78,2013-08-16,Grace Mwangi,71,Control design effective
RC397,Procurement,America,Operational,CTRL-043,Access Review,Lucy Wanjiku,2014-04-26,Pass,,No,,0,Q2 2014,39,,,,Follow-up scheduled
RC398,Finance,France,Operational,CTRL-111,Fraud Risk Assessment,Lucy Wanjiku,2014-01-19,Fail,Medium,Yes,In Progress,120,Q1 2014,70,2014-04-06,Ali Hassan,49,Pending management approval
RC399,IT,Canada,Strategic,CTRL-010,Procurement Policy Adherence,John Doe,2013-05-08,Fail,High,Yes,Open,24,Q2 2013,75,2013-06-23,Ali Hassan,65,Need system update
RC400,Procurement,United,Compliance,CTRL-090,Vendor Approval Process,Lucy Wanjiku,2014-01-30,Fail,High,Yes,Open,31,Q1 2014,81,2014-03-03,Ali Hassan,80,Need system update
